task_id,agent,difficulty,functional_pass_at_1,functional_first_pass_success,functional_mean_reciprocal_rank,functional_success_rate,similarity_normalized_edit_distance,similarity_sequence_similarity,similarity_jaccard_similarity,similarity_code_bleu,similarity_rouge_l,similarity_token_precision,similarity_token_recall,similarity_token_f1,quality_syntactic_validity,quality_ast_node_similarity,quality_ast_structure_match,quality_cyclomatic_complexity,quality_halstead_volume,quality_halstead_difficulty,quality_halstead_effort,quality_maintainability_index,efficiency_token_count,efficiency_character_count,reliability_output_stability,reliability_unique_outputs,reliability_semantic_consistency,latency_ms
EASY-005,claude_code,easy,1.0,0.0,0.0,1.0,0.15962441314553988,0.24334600760456274,0.1,1.843049403544504e-08,0.2737642585551331,0.11538461538461539,0.2727272727272727,0.16216216216216214,0.0,,,,0.0,0.0,0.0,,26,140,1.0,1,1.0,5145.46
MED-028,claude_code,medium,1.0,0.0,0.0,1.0,0.5128205128205128,0.6580645161290323,0.25,0.23462350331428217,0.6580645161290323,0.36363636363636365,0.4444444444444444,0.39999999999999997,0.0,,,,0.0,0.0,0.0,,11,64,1.0,1,1.0,4950.29
CODEGEN-M002,claude_code,medium,1.0,0.0,0.0,1.0,0.27884615384615385,0.35335689045936397,0.15384615384615385,0.08359764109719393,0.40989399293286216,0.14285714285714285,0.4444444444444444,0.21621621621621623,0.0,,,,0.0,0.0,0.0,,28,153,1.0,1,1.0,5537.05
HARD-003,claude_code,hard,1.0,0.0,0.0,1.0,0.11538461538461542,0.15406562054208273,0.10344827586206896,0.04922287948759471,0.2054208273894437,0.06666666666666667,0.5454545454545454,0.11881188118811882,0.0,,,,0.0,0.0,0.0,,90,373,0.6666666666666667,2,0.57206604194556,7625.98
HARD-015,claude_code,hard,1.0,0.0,0.0,1.0,0.18858560794044665,0.26229508196721313,0.10810810810810811,0.0508987453727956,0.3114754098360656,0.08888888888888889,0.4444444444444444,0.14814814814814814,0.0,,,,0.0,0.0,0.0,,45,287,1.0,1,1.0,5595.11
CODEGEN-001,claude_code,easy,1.0,0.0,0.0,1.0,0.3220338983050848,0.45,0.1875,0.14291173584329075,0.47500000000000003,0.1875,0.5454545454545454,0.27906976744186046,0.0,,,,0.0,0.0,0.0,,32,161,1.0,1,1.0,5922.69
EASY-013,claude_code,easy,1.0,0.0,0.0,1.0,0.189873417721519,0.3317972350230415,0.14285714285714285,2.4435249850686498e-06,0.34101382488479265,0.11764705882352941,0.5714285714285714,0.1951219512195122,0.0,,,,0.0,0.0,0.0,,34,93,0.6666666666666667,2,0.9348659003831417,5418.36
EASY-012,claude_code,easy,1.0,0.0,0.0,1.0,0.24305555555555558,0.36666666666666664,0.22580645161290322,1.6574150219715031e-06,0.4,0.4117647058823529,0.21875,0.2857142857142857,0.0,,,,0.0,0.0,0.0,,17,76,1.0,1,1.0,6470.05
HARD-014,claude_code,hard,1.0,0.0,0.0,1.0,0.18398268398268403,0.24504504504504504,0.09302325581395349,0.03850056383603226,0.3063063063063063,0.06779661016949153,0.4444444444444444,0.1176470588235294,0.0,,,,0.0,0.0,0.0,,59,316,1.0,1,1.0,6029.58
MED-029,claude_code,medium,1.0,0.0,0.0,1.0,0.2666666666666667,0.3559322033898305,0.125,0.07508325064243634,0.4067796610169491,0.12903225806451613,0.4444444444444444,0.19999999999999998,0.0,,,,0.0,0.0,0.0,,31,196,1.0,1,1.0,5465.92
CODEGEN-M003,claude_code,medium,1.0,0.0,0.0,1.0,0.22988505747126442,0.3123123123123123,0.12903225806451613,0.07030983753944739,0.3663663663663663,0.12121212121212122,0.4444444444444444,0.19047619047619047,0.0,,,,0.0,0.0,0.0,,33,185,1.0,1,1.0,7103.79
HARD-002,claude_code,hard,1.0,0.0,0.0,1.0,0.1961414790996785,0.26109660574412535,0.14285714285714285,0.08055259313161306,0.31853785900783294,0.13793103448275862,0.4444444444444444,0.21052631578947367,0.0,,,,0.0,0.0,0.0,,29,215,1.0,1,1.0,6305.86
EASY-004,claude_code,easy,1.0,0.0,0.0,1.0,0.2650602409638554,0.44285714285714284,0.14285714285714285,2.1917674637591978e-08,0.44285714285714284,0.23076923076923078,0.2727272727272727,0.24999999999999994,0.0,,,,0.0,0.0,0.0,,13,67,0.6666666666666667,2,0.934065934065934,4637.12
MED-005,claude_code,medium,1.0,0.0,0.0,1.0,0.39030612244897955,0.24025974025974026,0.2127659574468085,0.0003223923892619149,0.538961038961039,0.1724137931034483,0.5,0.25641025641025644,0.0,,,,0.0,0.0,0.0,,58,251,1.0,1,1.0,6835.07
HARD-038,claude_code,hard,1.0,0.0,0.0,1.0,0.16666666666666663,0.2236842105263158,0.10526315789473684,0.040620730118736806,0.2807017543859649,0.07142857142857142,0.4444444444444444,0.12307692307692308,0.0,,,,0.0,0.0,0.0,,56,225,1.0,1,1.0,5783.15
MED-013,claude_code,medium,1.0,0.0,0.0,1.0,0.3113207547169812,0.42033898305084744,0.21428571428571427,0.12632368180198617,0.44745762711864406,0.16666666666666666,0.5454545454545454,0.2553191489361702,0.0,,,,0.0,0.0,0.0,,36,137,1.0,1,1.0,5259.81
HARD-018,claude_code,hard,1.0,0.0,0.0,1.0,0.21635883905013198,0.3099787685774947,0.13953488372093023,0.08801997710052024,0.3524416135881104,0.11764705882352941,0.5454545454545454,0.1935483870967742,0.0,,,,0.0,0.0,0.0,,51,245,1.0,1,1.0,7369.01
